[2025-05-19 21:34:09] [INFO    ] discord.client: logging in using static token
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-19T13:36:19.187000+00:00', 'pinned': False, 'nonce': '15018128087726240427', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1373947908541513811'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-19T08:58:28.182664+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1374017832089681964', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '🎧 Now playing: **KSI - Thick Of It (feat. Trippie Redd) [Official Music Video]**', 'components': [], 'channel_type': 0, 'channel_id': '1072557845494644868', 'author': {'username': 'Jack Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1373946304861966347', 'global_name': None, 'discriminator': '8208', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a8e885223f24d5ba156d55257a5630f5'}, 'attachments': [], 'guild_id': '1072557845494644866'}}
[2025-05-19 21:36:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:36:18] [DEBUG   ] discord.client: Dispatching event message
[2025-05-19 21:36:18] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1072557845494644868/messages with {"content":"\ud83c\udfa7 Now playing: **KSI - Thick Of It (feat. Trippie Redd) [Official Music Video]**","components":[],"nonce":"15018128087726240427","enforce_nonce":true,"tts":false} has returned 200
[2025-05-19 21:36:18] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1072557845494644868/messages has received {'type': 0, 'content': '🎧 Now playing: **KSI - Thick Of It (feat. Trippie Redd) [Official Music Video]**', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-19T13:36:19.187000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1374017832089681964', 'channel_id': '1072557845494644868', 'author': {'id': '1373946304861966347', 'username': 'Jack Bot', 'avatar': 'a8e885223f24d5ba156d55257a5630f5', 'discriminator': '8208', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15018128087726240427'}
[2025-05-19 21:36:18] [DEBUG   ] discord.player: Spawning ffmpeg process with command: ['ffmpeg', '-reconnect', '1', '-reconnect_streamed', '1', '-reconnect_delay_max', '5', '-i', 'https://rr1---sn-jxajvh-30ae6.googlevideo.com/videoplayback?expire=1747683375&ei=zzMraPCdG86BvcAPqp7piA4&ip=183.171.143.50&id=o-AKgvQ01rSbdtfVwqz-yf6JNe9qN48ZzEsg-oH9Dt-C21&itag=251&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1747661775%2C&mh=En&mm=31%2C29&mn=sn-jxajvh-30ae6%2Csn-30a7rnek&ms=au%2Crdu&mv=m&mvi=1&pl=24&rms=au%2Cau&gcr=my&initcwndbps=491250&bui=AecWEAZ1A54CDmXZ_MY6DJVcZcFWoqP0PaisTbzkGPR2dV6jBZ2GicYDF2uFZ0x8gnLK8NIdlGdOvhvn&vprv=1&svpuc=1&mime=audio%2Fwebm&ns=VZ_M5rye0mn9xFbovlWgOagQ&rqh=1&gir=yes&clen=2681558&dur=176.821&lmt=1731462701360254&mt=1747661348&fvip=1&keepalive=yes&lmw=1&c=TVHTML5&sefc=1&txp=4532434&n=rtvNpYYV5zfL6A&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cgcr%2Cbui%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=ACuhMU0wRQIhAOnrFA8C2ORtFV7hIezbrkYt8qWZw7zaJ0FsMurWkwkyAiBtfPKJiJ9fL08mnS4gt5k3sVUr_pfT97NxwbKcp17K3Q%3D%3D&sig=AJfQdSswRgIhAO4QFDvuvvPJE8nwCKLAqMt8aSqrE07pj5LLBAkD3qOPAiEAiUxKvpQj6GC55b_wU3qstGLfKle4BR4rG9OUOsyS234%3D', '-f', 's16le', '-ar', '48000', '-ac', '2', '-loglevel', 'warning', '-blocksize', '8192', '-vn', 'pipe:1']
[2025-05-19 21:36:18] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 1, 'delay': 0, 'ssrc': 52387}}.
[2025-05-19 21:36:23] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1747661783009.
[2025-05-19 21:36:23] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1747661783009}.
[2025-05-19 21:36:23] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1747661783009}
[2025-05-19 21:36:28] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1747661788009.
[2025-05-19 21:36:28] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1747661788009}.
[2025-05-19 21:36:28] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1747661788009}
[2025-05-19 21:36:33] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1747661793024.
[2025-05-19 21:36:33] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1747661793024}.
[2025-05-19 21:36:33] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1747661793024}
[2025-05-19 21:36:38] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1747661798032.
[2025-05-19 21:36:38] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1747661798032}.
[2025-05-19 21:36:42] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1747661798032}
[2025-05-19 21:36:43] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1747661803041.
[2025-05-19 21:36:43] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1747661803041}.
[2025-05-19 21:36:43] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1747661803041}
[2025-05-19 21:36:48] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1747661808050.
[2025-05-19 21:36:48] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1747661808050}.
[2025-05-19 21:36:48] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1747661808050}
[2025-05-19 21:36:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 23, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-19T13:36:52.251000+00:00', 'pinned': False, 'nonce': '1374017965044793344', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1373954060998279260'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-07T16:41:57.547000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1374017970770284544', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!pause', 'components': [], 'channel_type': 0, 'channel_id': '1072557845494644868', 'author': {'username': 'rargoz', 'public_flags': 0, 'primary_guild': None, 'id': '669138482396004362', 'global_name': 'rargoz', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '07ec2755391bb18bf3658bae58dedb75'}, 'attachments': [], 'guild_id': '1072557845494644866'}}
[2025-05-19 21:36:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:36:51] [DEBUG   ] discord.client: Dispatching event message
[2025-05-19 21:36:51] [DEBUG   ] discord.client: Dispatching event command
[2025-05-19 21:36:51] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 52387}}.
[2025-05-19 21:36:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 24, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-19T13:36:52.672000+00:00', 'pinned': False, 'nonce': '3215548087136899401', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1373947908541513811'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-19T08:58:28.182664+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1374017972535955477', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '⏸️ Paused.', 'components': [], 'channel_type': 0, 'channel_id': '1072557845494644868', 'author': {'username': 'Jack Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1373946304861966347', 'global_name': None, 'discriminator': '8208', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a8e885223f24d5ba156d55257a5630f5'}, 'attachments': [], 'guild_id': '1072557845494644866'}}
[2025-05-19 21:36:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:36:52] [DEBUG   ] discord.client: Dispatching event message
[2025-05-19 21:36:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1072557845494644868/messages with {"content":"\u23f8\ufe0f Paused.","components":[],"nonce":"3215548087136899401","enforce_nonce":true,"tts":false} has returned 200
[2025-05-19 21:36:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1072557845494644868/messages has received {'type': 0, 'content': '⏸️ Paused.', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-19T13:36:52.672000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1374017972535955477', 'channel_id': '1072557845494644868', 'author': {'id': '1373946304861966347', 'username': 'Jack Bot', 'avatar': 'a8e885223f24d5ba156d55257a5630f5', 'discriminator': '8208', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '3215548087136899401'}
[2025-05-19 21:36:52] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-05-19 21:36:53] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1747661813054.
[2025-05-19 21:36:53] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1747661813054}.
[2025-05-19 21:36:53] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1747661813054}
[2025-05-19 21:36:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 25, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-19T13:36:57.808000+00:00', 'pinned': False, 'nonce': '1374017990307086336', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1373954060998279260'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-07T16:41:57.547000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1374017994077765694', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!leave', 'components': [], 'channel_type': 0, 'channel_id': '1072557845494644868', 'author': {'username': 'rargoz', 'public_flags': 0, 'primary_guild': None, 'id': '669138482396004362', 'global_name': 'rargoz', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '07ec2755391bb18bf3658bae58dedb75'}, 'attachments': [], 'guild_id': '1072557845494644866'}}
[2025-05-19 21:36:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:36:57] [DEBUG   ] discord.client: Dispatching event message
[2025-05-19 21:36:57] [DEBUG   ] discord.client: Dispatching event command
[2025-05-19 21:36:57] [INFO    ] discord.voice_state: The voice handshake is being terminated for Channel ID 1072557845972799528 (Guild ID 1072557845494644866)
[2025-05-19 21:36:57] [DEBUG   ] discord.voice_state: Connection state changed to disconnected
[2025-05-19 21:36:57] [DEBUG   ] discord.gateway: Updating our voice state to {'op': 4, 'd': {'guild_id': 1072557845494644866, 'channel_id': None, 'self_mute': False, 'self_deaf': False}}.
[2025-05-19 21:36:57] [DEBUG   ] discord.player: Preparing to terminate ffmpeg process 3452.
[2025-05-19 21:36:57] [DEBUG   ] discord.gateway: Received voice WSMessage(type=<WSMsgType.CLOSING: 256>, data=None, extra=None)
[2025-05-19 21:36:57] [INFO    ] discord.player: ffmpeg process 3452 has not terminated. Waiting to terminate...
[2025-05-19 21:36:57] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 52387}}.
[2025-05-19 21:36:57] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-05-19 21:36:57] [INFO    ] discord.player: ffmpeg process 3452 should have terminated with a return code of 1.
[2025-05-19 21:36:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 26, 'op': 0, 'd': {'member': {'user': {'username': 'Jack Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1373946304861966347', 'global_name': None, 'display_name': None, 'discriminator': '8208', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a8e885223f24d5ba156d55257a5630f5'}, 'roles': ['1373947908541513811'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-19T08:58:28.182664+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1373946304861966347', 'suppress': False, 'session_id': '0a7754caa6b91d71b388087977612f8c', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1072557845494644866', 'deaf': False, 'channel_id': None}}
[2025-05-19 21:36:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-19 21:36:57] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-05-19 21:36:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 26.
[2025-05-19 21:36:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-19 21:37:21] [DEBUG   ] discord.client: Dispatching event command_error
[2025-05-19 21:37:21] [ERROR   ] discord.client: Ignoring exception in on_message
Traceback (most recent call last):
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\asyncio\runners.py", line 118, in run
    return self._loop.run_until_complete(task)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\asyncio\base_events.py", line 687, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\client.py", line 895, in runner
    await self.start(token, reconnect=reconnect)
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\client.py", line 824, in start
    await self.connect(reconnect=reconnect)
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\client.py", line 704, in connect
    await self.ws.poll_event()
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\gateway.py", line 623, in poll_event
    msg = await self.socket.receive(timeout=self._max_heartbeat_timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\aiohttp\client_ws.py", line 334, in receive
    msg = await self._reader.read()
          ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "aiohttp\\_websocket\\reader_c.py", line 118, in read
  File "aiohttp\\_websocket\\reader_c.py", line 115, in aiohttp._websocket.reader_c.WebSocketDataQueue.read
asyncio.exceptions.CancelledError

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\asyncio\runners.py", line 194, in run
    return runner.run(main)
           ^^^^^^^^^^^^^^^^
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\asyncio\runners.py", line 123, in run
    raise KeyboardInterrupt()
KeyboardInterrupt

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 235, in wrapped
    ret = await coro(*args, **kwargs)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\ultra\Documents\App\JackBot\main.py", line 166, in leave
    await ctx.send("Disconnected.")
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\context.py", line 1043, in send
    return await super().send(
           ^^^^^^^^^^^^^^^^^^^
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\abc.py", line 1644, in send
    data = await state.http.send_message(channel.id, params=params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\http.py", line 642, in request
    async with self.__session.request(method, url, **kwargs) as response:
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\aiohttp\client.py", line 1425, in __aenter__
    self._resp: _RetType = await self._coro
                           ^^^^^^^^^^^^^^^^
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\aiohttp\client.py", line 512, in _request
    raise RuntimeError("Session is closed")
RuntimeError: Session is closed

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\bot.py", line 1366, in invoke
    await ctx.command.invoke(ctx)
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 1029, in invoke
    await injected(*ctx.args, **ctx.kwargs)  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 244, in wrapped
    raise CommandInvokeError(exc) from exc
discord.ext.commands.errors.CommandInvokeError: Command raised an exception: RuntimeError: Session is closed

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\client.py", line 481, in _run_event
    await coro(*args, **kwargs)
  File "c:\Users\ultra\Documents\App\JackBot\main.py", line 43, in on_message
    await bot.process_commands(message)
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\bot.py", line 1408, in process_commands
    await self.invoke(ctx)  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\bot.py", line 1370, in invoke
    await ctx.command.dispatch_error(ctx, exc)
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 650, in dispatch_error
    ctx.bot.dispatch('command_error', ctx, error)
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\bot.py", line 228, in dispatch
    super().dispatch(event_name, *args, **kwargs)  # type: ignore
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\client.py", line 539, in dispatch
    self._schedule_event(coro, method, *args, **kwargs)
  File "C:\Users\ultra\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\client.py", line 499, in _schedule_event
    return self.loop.create_task(wrapped, name=f'discord.py: {event_name}')
           ^^^^^^^^^^^^^^^^^^^^^
AttributeError: '_MissingSentinel' object has no attribute 'create_task'
